Rank,Name,Ticker,Industry,Sector,Returns,Volatility,P/E Ratio
512,Banco Macro SA,BMA,Banks - Regional,Financial Services,0.010272972051233476,1.7390071866525922,9.20
513,West Bancorp Inc,WTBA,Banks - Regional,Financial Services,0.010224948556195637,1.3766237768939007,8.26
514,Univest Financial Corp,UVSP,Banks - Regional,Financial Services,0.010204120690535348,1.5084424022723422,10.60
515,Dorman Products Inc,DORM,Auto Parts,Consumer Cyclical,0.010138305339158238,1.9455620484682317,19.76
516,REX American Resources Corp,REX,Specialty Chemicals,Basic Materials,0.010135568307322578,1.7449889006787966,13.26
517,The Middleby Corp,MIDD,Specialty Industrial Machinery,Industrials,0.010003752055043965,1.9888017058103387,19.49
518,Clearwater Paper Corp,CLW,Paper & Paper Products,Basic Materials,0.00998004022411842,2.1247798979409223,10.28
519,Veritex Holdings Inc,VBTX,Banks - Regional,Financial Services,0.009979384750753963,1.7013634358544492,10.05
520,Deswell Industries Inc,DSWL,Electronic Components,Technology,0.00996676793515663,1.6970057923302426,15.22
521,MGIC Investment Corp,MGIC,Insurance - Specialty,Financial Services,0.009937878485783204,1.6082579512660649,4.77
522,CPI Aerostructures Inc,CVU,Aerospace & Defense,Industrials,0.00985225470227244,1.6015762492512589,21.65
523,Goodyear Tire & Rubber Co,GT,Auto Parts,Consumer Cyclical,0.009811617130745756,2.117043327109455,3.49
524,Sensient Technologies Corp,SXT,Specialty Chemicals,Basic Materials,0.009775286839739862,1.8632106330602491,22.78
525,Philip Morris International Inc,PM,Tobacco,Consumer Defensive,0.009729075680026188,1.729690370926495,18.42
526,Weyerhaeuser Co,WY,REIT - Specialty,Real Estate,0.0097276016723812,1.884057263716328,10.33
527,AGM Group Holdings Inc,AGMH,Software - Application,Technology,0.009708682130448953,1.6179484907582578,1.89
528,Miller Industries Inc,MLR,Auto Parts,Consumer Cyclical,0.009689922767163735,1.841250249532017,22.88
529,Etablissementen Franz Colruyt NV,EFC,Grocery Stores,Consumer Defensive,0.009680115320737457,1.8099028857072361,13.09
530,Leonardo SpA,FMNB,Aerospace & Defense,Industrials,0.009677394743888495,1.4775065856426965,6.23
531,Investar Holding Corp,ISTR,Banks - Regional,Financial Services,0.009671179741227765,1.8371406437599367,6.65
532,The Community Financial Corp,TCFC,Banks - Regional,Financial Services,0.009637405949947112,1.3608840788917307,8.15
533,Verallia,VRA,Packaging & Containers,Consumer Cyclical,0.009624583685377438,1.6171517981960248,13.40
534,Innospec Inc,IOSP,Specialty Chemicals,Basic Materials,0.0096087105625369,1.7405163412979043,19.92
535,Flight Centre Travel Group Ltd,FLT,Travel Services,Consumer Cyclical,0.009589730163819794,1.942737124194002,7.07
536,Cowen Inc,COWN,Capital Markets,Financial Services,0.009584701332962622,1.7250477715399453,9.83
537,Delta Apparel Inc,DLA,Apparel Manufacturing,Consumer Cyclical,0.009530316359553136,1.7019302139462742,4.00
538,Bonso Electronics International Inc,BNSO,Scientific & Technical Instruments,Technology,0.009523800152860222,1.4900308990249456,11.17
539,Pets at Home Group PLC,PETS,Specialty Retail,Consumer Cyclical,0.009485427067354241,1.8782658349787205,14.05
540,Hennessy Advisors Inc,HNNA,Asset Management,Financial Services,0.009483683325451367,1.6050215030776525,10.20
541,CRH PLC,CRH,Building Materials,Basic Materials,0.009437208831004107,1.6484443569534208,11.82
542,Altisource Asset Management Corp,AAMC,Asset Management,Financial Services,0.009433938498681583,2.328284151747426,0.14
543,M.C.S. Steel PCL,MCS,Steel,Basic Materials,0.009404424702090264,1.8011096300501621,9.30
544,Gentex Corp,GNTX,Auto Parts,Consumer Cyclical,0.009404404959026882,1.7082747693154876,21.46
545,Essent Group Ltd,ESNT,Insurance - Specialty,Financial Services,0.009391059669508692,1.6319976037525108,4.89
546,3M Company,MMU,Conglomerates,Industrials,0.009382321025566003,1.6727636310897689,11.34
547,Murata Manufacturing Co Ltd,MUR,Electronic Components,Technology,0.009330246068309908,2.0813978825963737,13.87
548,NMI Holdings Inc,NMIH,Insurance - Specialty,Financial Services,0.009287902295562043,2.062044022012921,6.25
549,Unum Group,UNM,Insurance - Life,Financial Services,0.00917430289635912,1.8818245476867375,6.96
550,Seagate Technology Holdings PLC,STX,Computer Hardware,Technology,0.00916946686930999,1.8181324129438627,10.71
551,Origin Bancorp Inc,OBNK,Banks - Regional,Financial Services,0.009149627394618217,1.3369671845124627,10.45
552,Discover Financial Services,DFS,Credit Services,Financial Services,0.009139895040102885,1.6249068921019008,6.69
553,Lineage Cell Therapeutics Inc,LCTX,Biotechnology,Healthcare,0.009132411143357496,2.016054154574754,3.62
554,Ovintiv Inc,OVV,Oil & Gas E&P,Energy,0.009077132949647496,1.9903517581770331,3.42
555,Oxford Industries Inc,OXM,Apparel Manufacturing,Consumer Cyclical,0.00902044330747197,2.156415646734877,10.98
556,Jefferies Financial Group Inc,JEF,Capital Markets,Financial Services,0.008954058961980661,2.0437824529948956,10.17
557,Brixmor Property Group Inc,BRX,REIT - Retail,Real Estate,0.00892245141824518,1.8065252857185263,21.14
558,ExGen Resources Inc,EXG,Other Precious Metals & Mining,Basic Materials,0.008893295810834739,1.3480907407611795,2.20
559,Dana Inc,DAN,Auto Parts,Consumer Cyclical,0.008879534681122857,1.8053903351085725,23.26
560,SkyWest Inc,SKYW,Airlines,Industrials,0.008873114703448069,1.613103347007455,7.76
561,Interface Inc,TILE,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0.008810521976604804,1.794936070972544,9.33
562,UMB Financial Corp,UMBF,Banks - Regional,Financial Services,0.008808819046116294,1.910309985674467,10.06
563,Helen Of Troy Ltd,HELE,Household & Personal Products,Consumer Defensive,0.008801567822448326,1.8774564139429122,18.21
564,Postal Savings Bank Of China Co Ltd,CHI,Banks - Regional,Financial Services,0.008787295851474863,1.7025069532786228,5.57
565,H.B. Fuller Co,FUL,Specialty Chemicals,Basic Materials,0.008766743272741248,1.8750813198371454,21.60
566,CVB Financial Corp,CVBF,Banks - Regional,Financial Services,0.008737473493769337,1.838022409556553,16.03
567,EQT Corp,EQT,Oil & Gas E&P,Energy,0.008661419658121604,2.1650308769155515,5.33
568,First Bancorp Inc,FNLC,Banks - Regional,Financial Services,0.008654878293546678,1.7287810870340954,8.23
569,Kaufman & Broad SA,KOF,Residential Construction,Consumer Cyclical,0.008639316657716813,1.7697710357776932,13.95
570,Mothercare PLC,MTR,Specialty Retail,Consumer Cyclical,0.008552639215276724,2.093699687018321,5.14
571,Crown Crafts Inc,CRWS,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0.008547041290593617,1.2816197426872509,6.79
572,MDU Resources Group Inc,MDU,Conglomerates,Industrials,0.0085318764886965,2.0293470125632593,18.21
573,First Community Corp,FCCO,Banks - Regional,Financial Services,0.008510670763380985,1.3331447832235954,11.35
574,Imax Corp,IMAX,Entertainment,Communication Services,0.008474527642290024,1.980926696091149,16.56
575,Northwest Pipe Co,NWPX,Metal Fabrication,Industrials,0.00844511094790683,1.7020652000586762,13.42
576,Heritage Commerce Corp,HTBK,Banks - Regional,Financial Services,0.00836827859101998,1.5969576843031068,13.18
577,SL Green Realty Corp,SLG,REIT - Office,Real Estate,0.00829338345192909,1.9054403685140024,8.80
578,Skechers USA Inc,SKX,Footwear & Accessories,Consumer Cyclical,0.008270150493879847,1.7218066496196613,10.00
579,Churchill Downs Inc,CHDN,Gambling,Consumer Cyclical,0.008268223377677839,1.664794141013266,17.42
580,Werner Enterprises Inc,WERN,Trucking,Industrials,0.008233578830714015,1.703622396691719,10.92
581,Independent Bank Corp,Ionia MI,Banks - Regional,Financial Services,0.008196752707633712,1.7939651677046653,8.47
582,Lennox International Inc,LII,Building Products & Equipment,Industrials,0.008193427212791997,1.415476854738289,18.38
583,BC Craft Supply Co Ltd,BC,Drug Manufacturers - Specialty & Generic,Healthcare,0.008185273680006301,1.9861631461997096,0.02
584,Bridgestone Corp,BGT,Auto Parts,Consumer Cyclical,0.00813606900538826,1.7960070742032788,10.11
585,Meridian Corp,MRBK,Banks - Regional,Financial Services,0.008041320555740703,1.9389068552553987,8.10
586,Mitsubishi Corp,MBI,Conglomerates,Industrials,0.008000030517578267,2.0012958938636323,4.80
587,Greene County Bancorp Inc,GCBC,Banks - Regional,Financial Services,0.007987220641973346,1.2278243230961094,15.15
588,HP Inc,HPQ,Computer Hardware,Technology,0.00797520193219405,1.853661630225569,9.30
589,Alliant Energy Corp,LNT,Utilities - Regulated Electric,Utilities,0.007969133838944237,2.0177503146299816,20.79
590,Wia Gold Ltd,WIA,Gold,Basic Materials,0.00788092399182361,1.7448493946149166,11.53
591,AXT Inc,AXTI,Semiconductor Equipment & Materials,Technology,0.007874045903274144,1.8670088403095582,11.81
592,Berkshire Hills Bancorp Inc,BHLB,Banks - Regional,Financial Services,0.007863675624155441,1.5363864103410907,17.48
593,First Western Financial Inc,MYFW,Banks - Regional,Financial Services,0.007834733402857242,1.840197838839602,14.12
594,Kilroy Realty Corp,KRC,REIT - Office,Real Estate,0.007819898144443152,1.8422917751963321,19.69
595,OneMain Holdings Inc,OMF,Credit Services,Financial Services,0.007798389932311436,1.6428028446858647,4.98
596,Mativ Holdings Inc,SWM,Paper & Paper Products,Basic Materials,0.007773208494303115,1.8584152309885464,15.15
597,Nuwellis Inc,NUW,Medical Devices,Healthcare,0.007682451116406453,1.5898580009126368,0.54
598,Smith,DS,Packaging & Containers,Consumer Cyclical,0.007677535808090709,2.098720207526491,11.04
599,Lakeland Bancorp Inc,LBAI,Banks - Regional,Financial Services,0.007614193539142375,1.3422024701799518,11.56
600,Viking Energy Group Inc,VKI,Oil & Gas E&P,Energy,0.007597333877945081,1.6323492682690144,4.83
601,Radian Group Inc,RDN,Insurance - Specialty,Financial Services,0.007575750277974386,1.8738024144345613,4.26
602,First Bancorp,FBNC,Banks - Regional,Financial Services,0.007513128844671223,1.509041406333656,12.82
603,Synchrony Financial,SFE,Credit Services,Financial Services,0.007490593628312634,1.9279129552024836,5.00
604,Funko Inc,FNKO,Leisure,Consumer Cyclical,0.0074074761811004355,1.9386575107102237,11.55
605,Benchmark Electronics Inc,BHE,Electronic Components,Technology,0.00739374375528399,1.7789239904095029,16.47
606,Atlas Air Worldwide Holdings Inc,AAWW,Airports & Air Services,Industrials,0.0073475382450711646,1.6909924865116321,8.13
607,O-I Glass Inc,OI,Packaging & Containers,Consumer Cyclical,0.007345293857286488,1.8764508057716376,4.90
608,PotlatchDeltic Corp,PCH,REIT - Specialty,Real Estate,0.007337494099015305,1.8176061352477935,8.47
609,3M Co,MMM,Conglomerates,Industrials,0.007324240006190368,1.966574247879463,11.06
610,Mr. Cooper Group Inc,COOP,Mortgage Finance,Financial Services,0.007299204865363118,1.401301028398392,2.83
611,Materion Corp,MTRN,Other Industrial Metals & Mining,Basic Materials,0.007285932605905095,1.9496005202133921,24.57
612,Parke Bancorp Inc,PKBK,Banks - Regional,Financial Services,0.0072815721856856926,1.7846770902540463,5.99
613,First Mid Bancshares Inc,FMBH,Banks - Regional,Financial Services,0.007252228339604581,1.4836819165026265,9.08
614,Ruth's Hospitality Group Inc,RUTH,Restaurants,Consumer Cyclical,0.007234739198047267,1.7560709238696006,15.17
615,The Bancorp Inc,TBBK,Banks - Regional,Financial Services,0.007181321475811815,1.9243158817269543,14.62
616,Steven Madden Ltd,SHOO,Footwear & Accessories,Consumer Cyclical,0.007164798206803296,1.7811170478083467,9.92
617,Pierre & Vacances,VAC,Lodging,Consumer Cyclical,0.007147145205562094,1.560650718165019,0.11
618,Sesen Bio Inc,SESN,Biotechnology,Healthcare,0.00711743107963571,1.7986296761634888,1.66
619,Mondi PLC,MNP,Paper & Paper Products,Basic Materials,0.007087199426146236,1.6789081138289659,6.81
620,P.A.M. Transportation Services Inc,PTSI,Trucking,Industrials,0.007052865841711975,1.6523286805052257,6.06
621,CITIC Ltd,CPF,Conglomerates,Industrials,0.007047013328783124,2.0738570012829523,3.18
622,Northrop Grumman Corp,NOC,Aerospace & Defense,Industrials,0.007039682234415911,1.9291117619776708,14.88
623,Ford Motor Co,FORD,Auto Manufacturers,Consumer Cyclical,0.006993083943600166,1.6310809236019304,5.50
624,Micro Focus International PLC,MFGP,Software - Infrastructure,Technology,0.006984803827309235,2.3029574739008947,8.70
625,Redbubble Ltd,WAB,Internet Retail,Consumer Cyclical,0.006975762220970792,1.8052544572968219,15.92
626,Centerra Gold Inc,CG,Gold,Basic Materials,0.006928388968740901,1.4871500480575757,1.47
627,Wintrust Financial Corp,WTFC,Banks - Regional,Financial Services,0.006920408373887331,1.7580978181683018,11.68
628,Cogeco Inc,CGO,Telecom Services,Communication Services,0.00687281281680573,1.6392696164407798,7.11
629,Yamana Gold Inc,AUY,Gold,Basic Materials,0.006825931901308381,1.8246843649796065,21.83
630,Ares Capital Corp,ARES,Asset Management,Financial Services,0.0068181644786489545,1.935894121232109,10.94
631,Steven Madden Ltd,SJM,Footwear & Accessories,Consumer Cyclical,0.006812991464623053,1.7142412137646328,9.65
632,Arrow Financial Corp,AROW,Banks - Regional,Financial Services,0.006811993006939027,1.7657017217427409,11.75
633,Eastman Chemical Co,EMN,Specialty Chemicals,Basic Materials,0.0067459343077199896,1.807574649398706,9.83
634,MidWestOne Financial Group Inc,MOFG,Banks - Regional,Financial Services,0.006689000449552049,1.539883130341549,8.51
635,Liberty Broadband Corp,LBRDK,Telecom Services,Communication Services,0.006684352781685203,1.7569595197338994,9.53
636,The Hartford Financial Services Group Inc,HIG,Insurance - Diversified,Financial Services,0.006671793650906765,1.9643514951858911,13.77
637,Sanmina Corp,SANM,Electronic Components,Technology,0.006546669981478427,1.870875203858557,13.97
638,PDC Energy Inc,PDCE,Oil & Gas E&P,Energy,0.00654367809279481,1.790674863237466,3.15
639,Baozun Inc,BZUN,Internet Retail,Consumer Cyclical,0.00653164108782655,1.7943858751600905,18.80
640,Chimerix Inc,CMRX,Biotechnology,Healthcare,0.006493552067419409,1.7719417130834243,1.09
641,Argo Blockchain PLC,ARGO,Capital Markets,Financial Services,0.006477757504111842,1.8493988557854029,5.73
642,Airbus SE,AIR,Aerospace & Defense,Industrials,0.00640887050329636,1.8979192934598383,22.17
643,Cryptoblox Technologies Inc,GECC,Software - Application,Technology,0.006369370005991532,1.2928157995557668,9.75
644,BGSF Inc,BGSF,Staffing & Employment Services,Industrials,0.006363608620383684,1.8261028252614815,11.79
645,Fortis Inc,FTS,Utilities - Regulated Electric,Utilities,0.006363608620383523,1.5840653755846914,20.45
646,Lakeland Financial Corp,LKFN,Banks - Regional,Financial Services,0.006200893560092559,1.7324189826728098,18.52
647,Transocean Ltd,RIG,Oil & Gas Drilling,Energy,0.00614438716539011,1.9630130457663038,18.80
648,Investors Title Co,ITIC,Insurance - Specialty,Financial Services,0.006101749820551814,1.5975869884717613,8.40
649,Big Yellow Group PLC,BIG,REIT - Industrial,Real Estate,0.006094818564642199,1.7177080252167714,4.57
650,NBT Bancorp Inc,NBTB,Banks - Regional,Financial Services,0.006084644097316145,1.630295233575107,12.14
651,The Howard Hughes Corp,HHC,Real Estate - Diversified,Real Estate,0.00607581881129315,1.6979880215316698,16.78
652,Equity Bancshares Inc,EQBK,Banks - Regional,Financial Services,0.006072820369170413,1.7990907113355732,9.75
653,Artisan Partners Asset Management Inc,APAM,Asset Management,Financial Services,0.006051460440434222,1.7528703840723419,9.51
654,Gran Tierra Energy Inc,GTE,Oil & Gas E&P,Energy,0.006042290414578944,1.7206864509441016,1.88
655,Universal Health Realty Income Trust,UHT,REIT - Healthcare Facilities,Real Estate,0.0060338435974124985,1.8360014859843432,6.28
656,Hamilton Beach Brands Holding Co,HBB,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0.005997585652040441,2.094669516502136,5.49
657,MSC Industrial Direct Co Inc,MSM,Industrial Distribution,Industrials,0.005980894489272501,1.8056271302418856,12.38
658,KeyCorp,KEY,Banks - Regional,Financial Services,0.005952422626074705,1.9504715458558064,8.42
659,Resonac Holdings Corp,K,Chemicals,Basic Materials,0.0059515180974212736,1.8407409429530388,10.86
660,C&F Financial Corp,CFFI,Banks - Regional,Financial Services,0.005947362750948545,1.5928945022807828,8.33
661,Gaia Grow Corp,GAIA,Drug Manufacturers - Specialty & Generic,Healthcare,0.005882375380572151,1.4367302815620167,1.30
662,Manulife Financial Corp,MFC,Insurance - Life,Financial Services,0.005826303773368179,1.635490272621268,6.58
663,ChoiceOne Financial Services Inc,COFS,Banks - Regional,Financial Services,0.005802693087687493,0.9561355875050772,9.64
664,Flushing Financial Corp,FFIC,Banks - Regional,Financial Services,0.005796040600584896,1.6707001507965626,7.22
665,SITE Centers Corp,SITC,REIT - Retail,Real Estate,0.005790826572415581,2.1953797023166395,14.68
666,Molson Coors Beverage Co,TAP,Beverages - Brewers,Consumer Defensive,0.0057641381272199,1.823086240867447,22.42
667,Orrstown Financial Services Inc,ORRF,Banks - Regional,Financial Services,0.005747111737085222,1.4367883773879881,13.25
668,Hingham Institution for Savings,HIFS,Banks - Regional,Financial Services,0.005721071933178191,1.608304706350394,15.41
669,Build-A-Bear Workshop Inc,BBW,Specialty Retail,Consumer Cyclical,0.0056818397330839045,1.9730565796973272,7.65
670,Auburn National Bancorp Inc,AUBN,Banks - Regional,Financial Services,0.005681818181818182,1.4354950864801341,10.45
671,Preferred Bank,PFBC,Banks - Regional,Financial Services,0.00567466295940311,1.613134008676671,9.10
672,J M AB,JMM,Residential Construction,Consumer Cyclical,0.005578795178158864,1.6364357454417473,7.87
673,Encore Capital Group Inc,ECPG,Mortgage Finance,Financial Services,0.005561735167001842,2.092590879990198,4.16
674,Golden Entertainment Inc,GDEN,Resorts & Casinos,Consumer Cyclical,0.005547844887849356,1.6178674786321645,13.53
675,American Express Co,AXP,Credit Services,Financial Services,0.005487511939043919,1.887505470750542,15.06
676,Ryanair Holdings PLC,RYAAY,Airlines,Industrials,0.005470857491942265,1.6572990547772013,17.61
677,Valley National Bancorp,VLY,Banks - Regional,Financial Services,0.005468726076651721,1.6866150923271457,10.78
678,Macatawa Bank Corp,MCBC,Banks - Regional,Financial Services,0.005459546939607857,1.8218856075056766,12.85
679,Hyrican Informationssysteme AG,HYI,Computer Hardware,Technology,0.005453300837764324,1.7735754972528568,8.86
680,Construcciones y Auxiliar de Ferrocarriles SA,CAF,Railroads,Industrials,0.005395721244081721,1.4343190431284958,15.43
681,Oceanic Iron Ore Corp,FEO,Other Industrial Metals & Mining,Basic Materials,0.0053368862526733014,1.56443923272811,9.24
682,Xcel Energy Inc,XEL,Utilities - Regulated Electric,Utilities,0.005332185901281801,2.0724496655127753,23.31
683,Vipshop Holdings Ltd,VIPS,Internet Retail,Consumer Cyclical,0.005301519078668343,2.0355705659299894,17.15
684,Territorial Bancorp Inc,TBNK,Banks - Regional,Financial Services,0.005294502020104532,1.6591734638841498,13.44
685,Metropole Television SA,MMT,Broadcasting,Communication Services,0.0052909581247836575,1.7281178914761943,7.74
686,CDW Corp,CDW,Information Technology Services,Technology,0.0052805231498623375,1.9708672581318376,24.10
687,Dr Reddy's Laboratories Ltd,RDY,Drug Manufacturers - Specialty & Generic,Healthcare,0.00525284831155182,1.755461235429951,23.42
688,VSE Corp,VSEC,Aerospace & Defense,Industrials,0.005210387045747163,1.6492014695194408,21.79
689,First National Corp,FXNC,Banks - Regional,Financial Services,0.005208253653516227,1.1148376857413356,7.82
690,Cambridge Bancorp,CATC,Banks - Regional,Financial Services,0.0051992713157165875,1.2102416583462883,10.65
691,Delticom AG,DEX,Auto Parts,Consumer Cyclical,0.005106418690782912,1.5030703829063545,3.77
692,Nathan's Famous Inc,NATH,Restaurants,Consumer Cyclical,0.0050988086862872595,1.7534080776659402,16.34
693,Village Bank and Trust Financial Corp,VBF,Banks - Regional,Financial Services,0.005084754164323789,1.7898303378544405,9.55
694,CNB Financial Corp,CCNE,Banks - Regional,Financial Services,0.00505389545107626,1.7346531330216646,6.89
695,Armada Hoffler Properties Inc,AHH,REIT - Diversified,Real Estate,0.0050287136810747216,1.5787997350199132,14.33
696,GATX Corp,GATX,Rental & Leasing Services,Industrials,0.005006159958613906,1.9637277165154683,23.70
697,Citizens Community Bancorp Inc,CZWI,Banks - Regional,Financial Services,0.0050036204177107205,1.5542773754427295,6.68
698,Futebol Clube do Porto - Futebol SAD,FBC,Entertainment,Communication Services,0.00500141690351869,2.3503933145215408,0.82
699,AG Mortgage Investment Trust Inc,MITT,REIT - Mortgage,Real Estate,0.0049833973006265485,1.5212559150440166,4.09
700,El Pollo Loco Holdings Inc,LOCO,Restaurants,Consumer Cyclical,0.00495041932397111,1.610474532596244,17.95
701,United Rentals Inc,URI,Rental & Leasing Services,Industrials,0.0048321035488943,1.7158846289126168,14.04
702,Pinnacle Financial Partners Inc,PNFP,Banks - Regional,Financial Services,0.004823159342113951,1.8155870626091128,10.42
703,Bank of New York Mellon Corp,BK,Asset Management,Financial Services,0.004814448097810087,1.932948052646356,14.62
704,Athersys Inc,ATHX,Biotechnology,Healthcare,0.004807687899064574,1.3677776416886605,0.67
705,First Financial Corp,THFF,Banks - Regional,Financial Services,0.004672915105247767,1.6509304477813813,9.07
706,Capitol Federal Financial Inc,CFFN,Banks - Regional,Financial Services,0.00466566261419328,1.7446618683314203,14.06
707,First Hawaiian Inc,FHB,Banks - Regional,Financial Services,0.004616515227970835,1.8127880483986007,14.01
708,36KR Holdings Inc,KRKR,Internet Content & Information,Communication Services,0.004514668555645122,1.4677766040051674,5.80
709,Aker BP ASA,ARC,Oil & Gas E&P,Energy,0.004504500150622748,1.8957188249335546,6.83
710,Carlyle Secured Lending Inc,CGBD,Asset Management,Financial Services,0.004499433105542135,2.060956393869224,7.85
711,United Bancshares Inc,UBOH,Banks - Regional,Financial Services,0.004444461398654514,1.2065243863747586,5.97
712,InterDigital Inc,IDCC,Telecom Services,Communication Services,0.004405363334924191,1.6403831666779605,21.60
713,Grupo Simec SAB de CV,SIM,Steel,Basic Materials,0.004354166965122441,1.6820401316368163,11.98
714,Invesco Mortgage Capital Inc,IVR,REIT - Mortgage,Real Estate,0.004353214872906883,1.7688249829007037,3.19
715,Gaming and Leisure Properties Inc,GLPI,REIT - Specialty,Real Estate,0.004289325305852096,1.6683706565035294,20.70
716,Trinity Place Holdings Inc,TPHS,Real Estate - Diversified,Real Estate,0.004279562338327721,1.2424827332252726,23.70
717,Guaranty Bancshares Inc,GNTY,Banks - Regional,Financial Services,0.004263075182641408,1.3866894796032918,10.27
718,ING Groep NV,INGN,Banks - Diversified,Financial Services,0.004249002688854404,2.2070475761573896,7.97
719,Saul Centers Inc,BFS,REIT - Retail,Real Estate,0.004245836804687342,1.7533142023575932,23.92
720,NXP Semiconductors NV,NXP,Semiconductors,Technology,0.004240312454717444,1.6372332642660352,15.92
721,Natural Grocers by Vitamin Cottage Inc,BY,Grocery Stores,Consumer Defensive,0.004217439172650444,1.7116703726406546,10.24
722,Nubian Resources Ltd,IVH,Other Industrial Metals & Mining,Basic Materials,0.0042075361135593264,1.8856348475810027,0.70
723,Caesars Entertainment Inc,CZR,Resorts & Casinos,Consumer Cyclical,0.0042016968350995975,1.6618471104724526,20.00
724,Japan Petroleum Exploration Co Ltd,JPT,Oil & Gas E&P,Energy,0.004194646846882309,3.2757308687780022,1.77
725,Liberty TripAdvisor Holdings Inc,LTRPA,Internet Content & Information,Communication Services,0.004081648223254145,1.7964558991438355,1.15
726,PACCAR Inc,PCAR,Farm & Heavy Construction Machinery,Industrials,0.004075907391422858,2.0710551428330395,13.48
727,Shoe Carnival Inc,SCVL,Apparel Retail,Consumer Cyclical,0.004065056094269542,1.603158712018327,6.37
728,Eagle Bancorp Inc,EGBN,Banks - Regional,Financial Services,0.004042321788931708,1.5051889855471927,10.34
729,Oncternal Therapeutics Inc,ONCT,Biotechnology,Healthcare,0.004039283678390623,2.2802669144604626,4.61
730,Trustmark Corp,TRMK,Banks - Regional,Financial Services,0.004034675620509858,1.7514162109459686,16.37
731,GEE Group Inc,JOB,Staffing & Employment Services,Industrials,0.004016060411629196,1.673027740103106,3.12
732,Vmoto Ltd,VMO,Recreational Vehicles,Consumer Cyclical,0.004012856386981136,1.6985576683498227,9.92
733,Hargreaves Lansdown PLC,DMB,Asset Management,Financial Services,0.004003217906415304,1.7432149165695208,18.69
734,Halliburton Co,HAL,Oil & Gas Equipment & Services,Energy,0.003999982561383929,2.001940064045191,20.83
735,XPO Inc,XPO,Trucking,Industrials,0.00397890539826082,1.740420864577327,4.86
736,LyondellBasell Industries NV,LYB,Specialty Chemicals,Basic Materials,0.0039292266370921595,1.7136244975665222,6.96
737,Hasbro Inc,HAS,Leisure,Consumer Cyclical,0.003924783309071864,1.8731615696690949,21.79
738,MFA Financial Inc,MFA,REIT - Mortgage,Real Estate,0.003916476554302416,1.4173224491035923,10.83
739,Union Pacific Corp,UNP,Railroads,Industrials,0.003908661550184887,1.9861534648572194,18.94
740,Main Street Capital Corp,MAIN,Asset Management,Financial Services,0.003887965372280026,1.7087636203222616,11.56
741,Chunghwa Telecom Co Ltd,CHT,Telecom Services,Communication Services,0.0038398078212802922,1.6841793428822094,24.45
742,Dropbox Inc,DBX,Software - Infrastructure,Technology,0.0038362829044310343,1.7142547435057571,23.87
743,Peoples Bancorp Inc,Marietta OH,Banks - Regional,Financial Services,0.0038282578839685284,1.6965444310733582,7.51
744,IDT Corp,IDT,Telecom Services,Communication Services,0.0038022775772322054,1.8235077665080082,17.45
745,Telefonaktiebolaget L M Ericsson,ERIC,Communication Equipment,Technology,0.0037926941070883444,2.0469798561929986,9.60
746,Apple Hospitality REIT Inc,APLE,REIT - Hotel & Motel,Real Estate,0.0037920696448859705,1.7684076011529128,23.53
747,PacWest Bancorp,PACW,Banks - Regional,Financial Services,0.0037467358362215718,1.5531288505640601,5.74
748,Comstock Holding Co Inc,CHCI,Real Estate - Diversified,Real Estate,0.0037174684946251237,1.8858167429187034,4.01
749,Sun Life Financial Inc,SLF,Insurance - Diversified,Financial Services,0.0036983569779437796,1.5241037508304998,11.75
750,JFE Holdings Inc,JFR,Steel,Basic Materials,0.0036832378561293677,1.8754438755573495,3.11
751,Green Dot Corp,GDO,Credit Services,Financial Services,0.003623271450848511,1.610488851985771,19.80
752,Dick's Sporting Goods Inc,DKS,Specialty Retail,Consumer Cyclical,0.003616632941720413,1.92389126689512,11.30
753,First Bank,FRBA,Banks - Regional,Financial Services,0.003533582479351223,1.2695025694724733,7.63
754,MKS Instruments Inc,MKSI,Scientific & Technical Instruments,Technology,0.0034766960962570098,1.3480726773743335,12.95
755,Phibro Animal Health Corp,PAHC,Drug Manufacturers - Specialty & Generic,Healthcare,0.003424692431318247,1.7966794185647843,12.00
756,Banner Corp,BANR,Banks - Regional,Financial Services,0.003407167978534757,2.075047689251912,11.44
757,La-Z-Boy Inc,LZB,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0.003372694190769097,1.9845355838821583,6.23
758,China Yuchai International Ltd,CYD,Specialty Industrial Machinery,Industrials,0.003315949445775812,1.8508083345569721,19.01
759,City Holding Co,CHCO,Banks - Regional,Financial Services,0.0032894444460129877,1.7404099812429645,14.66
760,Tamarack Valley Energy Ltd,TVE,Oil & Gas E&P,Energy,0.0032626395682111265,1.5096325636643313,4.94
761,Alpha & Omega Semiconductor Ltd,AOSL,Semiconductors,Technology,0.0032572792063837075,1.8475111679207357,1.88
762,SM Energy Co,SM,Oil & Gas E&P,Energy,0.00324675023083225,1.951395221431911,2.85
763,Matsui Securities Co Ltd,MTW,Capital Markets,Financial Services,0.0032414879544908678,2.0199732775641337,22.12
764,EOG Resources Inc,EOG,Oil & Gas E&P,Energy,0.003236498096972649,1.9320576615523661,10.01
765,Chemung Financial Corp,CHMG,Banks - Regional,Financial Services,0.003236258339943611,1.2558870622618206,7.89
